,band_name,fans,formed,origin,split,style
404,"The Dillinger Escape Plan",182,1997,"USA",-,"Math,Metalcore"
405,"Deafheaven",179,2010,"USA",2010,"Atmospheric black,Post-metal,Shoegaze"
406,"Rapture",179,1998,"Finland",-,"Melodic death,Doom"
407,"Kauan",178,2005,"Russia",2005,"Folk,Doom,Black"
408,"Into Eternity",177,1997,"Canada",-,"Melodic death,Progressive"
409,"Thy Catafalque",177,1998,"Hungary, United Kingdom",1998,"Avantgarde black"
410,"Enshine",175,2009,"nan",-,"Gothic doom"
411,"Kylesa",173,2001,"USA",2001,"Sludge"
412,"Cain's Offering",172,2005,"Finland",-,"Power"
413,"Cathedral",172,1989,"United Kingdom",1989,"Doom,Stoner"
414,"Forbidden",172,1985,"USA",-,"Bay area thrash"
415,"Spawn Of Possession",172,1997,"Sweden",1997,"Brutal death,Technical death"
416,"Soen",171,2004,"Sweden",-,"Progressive,Alternative"
417,"Dalriada",170,2006,"Hungary",2006,"Folk"
418,"Evoken",170,1992,"USA",-,"Death,Funeral doom"
419,"Misery Index",170,2001,"USA",2001,"Deathgrind"
420,"August Burns Red",169,2003,"USA",-,"Technical metalcore"
421,"Disarmonia Mundi",169,2000,"Italy",2000,"Gothenburg"
422,"In Vain",168,2003,"Norway",-,"Death,Progressive death"
423,"Jorn",167,2000,"Norway",2000,"Heavy"
424,"Absu",166,1989,"USA",-,"Death,Blackened thrash"
425,"Anorexia Nervosa",166,1995,"France",1995,"Symphonic black,Industrial"
426,"Charon",166,1992,"Finland",2011,"Suomi,Death"
427,"Suicide Silence",166,2002,"USA",2002,"Deathcore"
428,"Vomitory",166,1989,"Sweden",2013,"Death"
429,"Born Of Osiris",165,2003,"USA",2003,"Progressive deathcore"
430,"Sleep",165,1990,"USA",-,"Stoner"
431,"Unearth",165,1998,"USA",1998,"Metalcore"
432,"Forest Of Shadows",164,1997,"Sweden",-,"Death doom,Atmospheric doom"
433,"Goatwhore",164,1997,"USA",1997,"Blackened thrash,Blackened death"
434,"Noumena",164,1998,"Finland",-,"Melodic death"
435,"Stream Of Passion",164,2005,"The Netherlands",2005,"Symphonic progressive"
436,"White Zombie",164,1985,"USA",1998,"Noise rock,Alternative thrash,Industrial"
437,"Onslaught",162,1983,"United Kingdom",1983,"Thrash"
438,"Thin Lizzy",162,1969,"Ireland",-,"Hard rock,Heavy"
439,"Ulcerate",162,2000,"New Zealand",2000,"Technical death"
440,"Battlelore",161,1999,"Finland",-,"Folk,Power"
441,"Black Sun Aeon",161,2008,"Finland",2008,"Melodic death,Doom"
442,"Lacrimas Profundere",161,1993,"Germany",-,"Doom,Gothic"
443,"Nocturnal Rites",161,1990,"Sweden",1990,"Power"
444,"Heathen",160,1984,"USA",-,"Bay area thrash"
445,"Pelican",160,2001,"USA",2001,"Instrumental post-metal"
446,"Acid Bath",159,1990,"USA",1997,"Doom,Sludge"
447,"Amberian Dawn",158,2006,"Finland",2006,"Symphonic power"
448,"Converge",158,1990,"USA",-,"Metalcore,Hardcore,Post-hardcore,Punk"
449,"Serenity",158,2001,"Austria",2001,"Symphonic power"
450,"Star One",158,2002,"The Netherlands",-,"Progressive"
451,"Mar De Grises",157,2000,"Chile",2000,"Doom"
452,"Wolfheart",157,2013,"Finland",-,"Melodic death"
453,"Darkspace",156,1999,"Switzerland",1999,"Ambient black"
454,"Legion Of The Damned",156,2005,"The Netherlands",-,"Thrash,Death"
455,"Liquid Tension Experiment",155,1998,"USA",1998,"Progressive,Instrumental"
456,"Tarot",155,1985,"Finland",-,"Power"
457,"The Sins Of Thy Beloved",154,1996,"Norway",1996,"Symphonic gothic"
458,"The Vision Bleak",154,2000,"Germany",-,"Gothic"
459,"Fallujah",153,2007,"USA",2007,"Progressive death,Technical deathcore"
460,"Witherscape",153,2013,"Sweden",-,"Atmospheric death,Extreme progressive"
461,"Einherjer",152,1993,"Norway",1993,"Viking folk"
462,"Primus",152,1984,"USA",-,"Alternative,Experimental rock"
463,"Sunn O)))",152,1998,"USA",1998,"Drone doom,Dark,Ambient"
464,"Airbourne",151,2001,"Australia",-,"Hard rock"
465,"Decrepit Birth",151,2001,"USA",2001,"Brutal death,Technical death"
466,"Grand Magus",151,1996,"Sweden",-,"Doom,Heavy"
467,"Uriah Heep",151,1969,"United Kingdom",1969,"Hard rock"
468,"Flotsam And Jetsam",150,1983,"USA",-,"Thrash"
469,"Blotted Science",149,2005,"USA",2005,"Progressive,Instrumental"
470,"Limbonic Art",149,1993,"Norway",-,"Symphonic black,Black"
471,"Shadow Gallery",149,1985,"USA",1985,"Progressive"
472,"Fen",148,2006,"United Kingdom",-,"Atmospheric black,Post-rock"
473,"Skyfire",148,1995,"Sweden",1995,"Extreme power"
474,"Corrosion Of Conformity",146,1982,"USA",-,"Stoner"
475,"Vanden Plas",146,1990,"Germany",1990,"Power,Progressive"
476,"Halford",145,1999,"United Kingdom",-,"Heavy"
477,"In Extremo",145,1995,"Germany",1995,"Medieval folk"
478,"Mg?a",145,2000,"Poland",-,"Black"
479,"Solution .45",145,2007,"Sweden",2007,"Melodic death"
480,"Whispered",145,2001,"Finland",-,"Extreme power"
481,"Diamond Head",144,1976,"United Kingdom",1976,"New wave of british heavy,Heavy"
482,"Hate",144,1990,"Poland",-,"Death"
483,"God Dethroned",143,1990,"The Netherlands",1990,"Death,Thrash"
484,"Vreid",143,2004,"Norway",-,"Black"
485,"In The Silence",142,2009,"USA",2009,"Progressive"
486,"Static-X",142,1994,"USA",2013,"Nu,Industrial,Alternative"
487,"Nachtmystium",141,2000,"USA",2000,"Black,Psychedelic black"
488,"Royal Hunt",141,1989,"Denmark",-,"Symphonic power"
489,"Xasthur",141,1995,"USA",1995,"Depressive black"
490,"Suicidal Angels",140,2001,"Greece",-,"Thrash"
491,"Wolfchant",140,2003,"Germany",2003,"Pagan folk,Melodic death"
492,"ReVamp",139,2009,"The Netherlands",2016,"Symphonic,Progressive"
493,"Sadus",139,1984,"USA",1984,"Death,Technical thrash"
494,"Blackfield",138,2000,"Israel",-,"Progressive rock,Avantgarde rock"
495,"Nightrage",138,2000,"Greece, Sweden",2000,"Melodic death"
496,"The 69 Eyes",138,1990,"Finland",-,"Gothic,Glam rock,Gothic rock,Punk rock"
497,"Pyramaze",137,2001,"Denmark",2001,"Progressive power"
498,"Serj Tankian",137,2007,"USA",-,"Alternative,Hard rock"
499,"Gloryhammer",136,2010,"United Kingdom",2010,"Power"
500,"Hour Of Penance",136,1999,"Italy",-,"Brutal death"
501,"Kalisia",136,1994,"France",1994,"Progressive death"
502,"Nargaroth",136,1996,"Germany",-,"Black"
503,"Trail Of Tears",136,1996,"Norway",1996,"Gothic"
504,"Sanctuary",135,1985,"USA",-,"Us power"
505,"Woods Of Desolation",135,2005,"Australia",2005,"Atmospheric black"
506,"Agathodaimon",134,1995,"Germany",2014,"Symphonic black,Extreme gothic"
507,"Sinergy",134,1997,"Sweden, Finland",1997,"Heavy,Power"
508,"Sonic Syndicate",134,2002,"Sweden",-,"Gothenburg,Metalcore"
509,"Wuthering Heights",134,1989,"Denmark",1989,"Progressive power,Folk"
510,"I",133,2006,"Norway",-,"Blackened heavy"
511,"Heavenwood",132,1992,"Portugal",1992,"Death,Gothic,Gothic doom"
512,"Pig Destroyer",132,1997,"USA",-,"Grindcore"
513,"Doro",131,1987,"Germany",1987,"Hard rock,Heavy"
514,"Incantation",131,1989,"USA",-,"Death"
515,"Virgin Steele",131,1981,"USA",1981,"Heavy,Symphonic"
516,"Anvil",130,1978,"Canada",-,"Heavy"
517,"Bal-Sagoth",130,1989,"United Kingdom",1989,"Symphonic black,Power"
518,"Crowbar",130,1989,"USA",-,"Sludge"
519,"Mourning Beloveth",130,1992,"Ireland",1992,"Death doom"
520,"Oranssi Pazuzu",130,2007,"Finland",-,"Psychedelic black"
521,"Saor",130,2013,"United Kingdom",2013,"Atmospheric black,Folk"
522,"Ancient Bards",129,2006,"Italy",-,"Symphonic power"
523,"Dark Lunacy",129,1997,"Italy",1997,"Melodic death,Symphonic"
524,"Fairyland",129,1998,"France",-,"Symphonic power"
525,"Gama Bomb",129,2002,"Ireland",2002,"Thrash"
526,"In The Woods...",129,1991,"Norway",-,"Black,Avantgarde,Progressive"
527,"Leviathan",129,1998,"USA",1998,"Ambient black"
528,"Sybreed",129,2003,"Switzerland",2013,"Groove thrash,Industrial"
529,"Spiritual Beggars",127,1992,"Sweden",1992,"Heavy,Stoner"
530,"In This Moment",126,2005,"USA",-,"Melodic metalcore,Alternative"
531,"Saint Vitus",126,1979,"USA",1979,"Doom"
532,"U.D.O.",126,1987,"Germany",-,"Heavy"
533,"Atreyu",125,1998,"USA",1998,"Melodic metalcore,Alternative"
534,"Communic",125,2003,"Norway",-,"Progressive"
535,"Godflesh",125,1988,"United Kingdom",1988,"Industrial"
536,"Nightingale",125,1994,"Sweden",-,"Gothic,Progressive"
537,"Anubis Gate",124,2001,"Denmark",2001,"Progressive,Power"
538,"Deströyer 666",124,1994,"Australia, United Kingdom",-,"Blackened thrash"
539,"Europe",124,1979,"Sweden",1979,"Heavy,Hard rock"
540,"Pentagram",124,1971,"USA",-,"Doom"
541,"Zyklon",124,1998,"Norway",1998,"Black,Death"
542,"Aeon",122,1999,"Sweden",-,"Death"
543,"Orden Ogan",122,1996,"Germany",1996,"Medieval folk,Power"
544,"Skyclad",122,1990,"United Kingdom",-,"Folk"
545,"Stormlord",122,1991,"Italy",1991,"Symphonic black"
546,"X Japan",122,1982,"Japan",-,"Power"
547,"Aquilus",121,2000,"Australia",2000,"Atmospheric black,Symphonic black,Ambient"
548,"Hail Spirit Noir",121,2010,"Greece",-,"Blackened progressive,Psychedelic rock"
549,"Wine From Tears",121,2002,"Russia",2002,"Death doom"
550,"Amesoeurs",120,2004,"France",2009,"Black,Shoegaze"
551,"Kampfar",120,1994,"Norway",1994,"Black,Folk"
552,"Unisonic",120,2009,"Germany",-,"Melodic power,Hard rock"
553,"Visions Of Atlantis",120,2000,"Austria",2000,"Symphonic"
554,"Karnivool",119,1996,"Australia",-,"Alternative,Progressive"
555,"OSI",119,2003,"USA",2003,"Progressive"
556,"Ouroboros",119,2001,"Australia",-,"Technical death,Thrash"
557,"Russian Circles",119,2004,"USA",2004,"Post-metal"
558,"Vulture Industries",119,1998,"Norway",-,"Avantgarde,Progressive"
559,"Blue Öyster Cult",118,1967,"USA",1967,"Hard rock"
560,"Drowning Pool",118,1996,"USA",-,"Alternative"
561,"Hellhammer",118,1982,"Switzerland",1982,"First wave of black"
562,"Benediction",117,1989,"United Kingdom",-,"Death"
563,"Blood Red Throne",117,1998,"Norway",1998,"Death"
564,"Gwar",117,1985,"USA",-,"Alternative,Thrash,Hardcore,Punk"
565,"Illnath",117,1997,"Denmark",1997,"Symphonic black"
566,"Crimson Glory",116,1982,"USA",-,"Progressive heavy"
567,"James LaBrie",116,1998,"Canada",1998,"Progressive"
568,"Witchcraft",116,2000,"Sweden",-,"Stoner"
569,"Darkest Hour",115,1995,"USA",1995,"Melodic death,Metalcore"
570,"Otep",115,2000,"USA",-,"Nu,Alternative"
571,"Red Fang",115,2005,"USA",2005,"Stoner,Stoner rock"
572,"Sacred Reich",115,1985,"USA",-,"Speed,Thrash"
573,"Solefald",115,1995,"Norway",1995,"Progressive black,Avantgarde"
574,"Solitude Aeturnus",115,1987,"USA",-,"Doom"
575,"Cruachan",114,1992,"Ireland",1992,"Celtic folk"
576,"D.R.I.",114,1982,"USA",-,"Crossover thrash,Hardcore,Punk"
577,"Exhumed",114,1991,"USA",1991,"Deathgrind"
578,"Forefather",114,1997,"United Kingdom",-,"Folk,Black"
579,"The Ruins Of Beverast",114,2003,"Germany",2003,"Black,Doom"
580,"Vision Divine",114,1998,"Italy",-,"Power"
581,"Dokken",113,1977,"USA",1977,"Heavy"
582,"Hollenthon",113,1994,"Austria",-,"Symphonic,Melodic death"
583,"Mägo De Oz",113,1989,"Spain",1989,"Heavy,Folk"
584,"Tribulation",113,2001,"Sweden",-,"Thrash,Death,Black"
585,"Battle Beast",112,2008,"Finland",2008,"Heavy"
586,"Bring Me The Horizon",112,2004,"United Kingdom",-,"Metalcore,Deathcore,Post-hardcore"
587,"Ex Deo",112,2008,"Canada",2008,"Symphonic death"
588,"Metsatöll",112,1999,"Estonia",-,"Heavy,Folk"
589,"Skepticism",112,1991,"Finland",1991,"Funeral doom"
590,"Dordeduh",111,2009,"Romania",-,"Atmospheric black"
591,"Redemption",111,2000,"USA",2000,"Progressive"
592,"Scale The Summit",111,2004,"USA",-,"Progressive,Instrumental"
593,"Vildhjarta",111,2005,"Sweden",2005,"Progressive math,Djent"
594,"Blood Stain Child",110,2000,"Japan",-,"Extreme power,Trancecore,Melodic death"
595,"Gorefest",110,1989,"The Netherlands",1989,"Death,Hard rock"
596,"Intronaut",110,2004,"USA",-,"Post-metal,Atmospheric sludge"
597,"Monster Magnet",110,1989,"USA",1989,"Stoner"
598,"Sinister",110,1989,"The Netherlands",-,"Death"
599,"Impaled Nazarene",109,1990,"Finland",1990,"Black,Grindcore,Crust punk"
600,"Kiuas",109,2000,"Finland",2013,"Power"
601,"While Heaven Wept",109,1989,"USA",1989,"Doom,Progressive power"
602,"Brymir",108,2006,"Finland",-,"Extreme folk"
603,"Celesty",108,1998,"Finland",1998,"Power"
604,"Darkseed",108,1992,"Germany",-,"Gothic"
605,"Die Apokalyptischen Reiter",108,1995,"Germany",1995,"Death,Heavy"
606,"Gris",108,2006,"Canada",-,"Depressive black"
607,"Orange Goblin",108,1995,"United Kingdom",1995,"Stoner"
608,"The Crown",108,1998,"Sweden",-,"Death,Thrash"
609,"Theocracy",108,2002,"USA",2002,"Progressive power"
610,"Violator",108,2002,"Brazil",-,"Thrash"
611,"Mechina",107,2004,"USA",2004,"Industrial death"
612,"Necrophobic",107,1989,"Sweden",-,"Death"
613,"Om",107,2003,"USA",2003,"Stoner,Drone doom"
614,"Vesania",107,1997,"Poland",-,"Symphonic black"
615,"Lifelover",106,2005,"Sweden",2005,"Depressive black,Post-punk"
616,"The Kovenant",106,1998,"Norway",-,"Industrial"
617,"Monstrosity",105,1990,"USA",1990,"Death"
618,"Persuader",104,1997,"Sweden",-,"Power,Heavy"
619,"Razor",104,1984,"Canada",1984,"Thrash"
620,"Svartsot",104,2005,"Denmark",-,"Folk"
621,"Avatarium",103,2013,"Sweden",2013,"Doom"
622,"Caliban",103,1997,"Germany",-,"Metalcore"
623,"Graveyard",103,2006,"Sweden",2006,"Hard rock,Blues rock"
624,"Hail Of Bullets",103,2006,"The Netherlands",-,"Death"
625,"Melvins",103,1984,"USA",1984,"Sludge,Doom"
626,"Oomph!",103,1989,"Germany",-,"E,B,M ,Industrial,Industrial rock,Industrial"
627,"UnSun",103,2006,"Poland",2006,"Gothic"
628,"Vio-lence",103,1985,"USA",2005,"Thrash"
629,"Abbath",102,2015,"Norway",2015,"Black"
630,"Angelus Apatrida",102,2000,"Spain",-,"Thrash"
631,"Blackmore's Night",102,1997,"United Kingdom",1997,"Folk rock"
632,"Labyrinth",102,1991,"Italy",-,"Progressive power"
633,"Shining (NOR)",102,1999,"Norway",1999,"Jazz,Experimental,Jazz ,Avantgarde"
634,"Steel Panther",102,2000,"USA",-,"Glam,Hard rock"
635,"Toxik",102,1985,"USA",1985,"Technical thrash"
636,"Tsjuder",102,1993,"Norway",-,"Black"
637,"Bilocate",101,2003,"Jordan",2003,"Blackened death,Death doom,Extreme progressive"
638,"Brainstorm",101,1989,"Germany",-,"Power"
639,"ColdWorld",101,2005,"Germany",2005,"Ambient black"
640,"Forgotten Tomb",101,1999,"Italy",-,"Doom,Black,Melodic black"
641,"Nasum",101,1993,"Sweden",1993,"Grindcore"
642,"Beherit",100,1989,"Finland",-,"Black,Ambient"
643,"Lord Belial",100,1992,"Sweden",1992,"Black"
644,"Marillion",100,1979,"United Kingdom",-,"Progressive rock"
645,"Deadlock",99,1997,"Germany",1997,"Alternative,Melodic metalcore,Melodic death"
646,"Dominia",99,1999,"Russia",-,"Symphonic death,Melodic death,Gothic"
647,"Lazarus A.D.",99,2005,"USA",2005,"Thrash"
648,"Midnattsol",99,2002,"Norway",-,"Folk,Gothic"
649,"Pathfinder",99,2006,"Poland",2006,"Symphonic power"
650,"Skyforger",99,1991,"Latvia",-,"Black,Folk"
651,"Thurisaz",99,1997,"Belgium",1997,"Atmospheric black,Death doom"
652,"Altar Of Plagues",98,2006,"Ireland",2013,"Black,Post-metal"
653,"Angel Witch",98,1977,"United Kingdom",1977,"New wave of british heavy,Heavy"
654,"Cephalic Carnage",98,1992,"USA",-,"Grindcore"
655,"Demon Hunter",98,2000,"USA",2000,"Metalcore"
656,"Neurotech",98,2007,"Slovenia",-,"Industrial,Symphonic"
657,"Thy Light",98,2005,"Brazil",2005,"Depressive black"
658,"Abigail Williams",97,2005,"USA",-,"Symphonic black,Metalcore,Atmospheric black"
659,"Aura Noir",97,1993,"Norway",1993,"Black,Thrash"
660,"Enforcer",97,2005,"Sweden",-,"Heavy,Speed"
661,"Hell",97,1982,"United Kingdom",1982,"New wave of british heavy,Heavy"
662,"Jesu",97,2003,"United Kingdom",-,"Drone,Shoegaze ,Post-metal"
663,"Obscure Sphinx",97,2008,"Poland",2008,"Post-metal,Doom,Sludge"
664,"Prong",97,1986,"USA",-,"Thrash,Industrial"
665,"Earth",96,1990,"USA",1990,"Drone doom,Psychedelic rock"
666,"Killing Joke",96,1979,"United Kingdom",-,"Industrial,Post-,Punk,Darkwave"
667,"Mr. Bungle",96,1985,"USA",1985,"Avantgarde"
668,"MyGrain",96,2004,"Finland",2015,"Gothenburg"
669,"October Falls",96,2001,"Finland",2001,"Doom,Folk,Ambient black"
670,"Trees Of Eternity",96,2008,"Finland",-,"Gothic doom"
671,"Wilderun",96,2012,"USA",2012,"Symphonic folk"
672,"Disillusion",95,1994,"Germany",-,"Extreme progressive,Progressive"
673,"Dreamtale",95,1998,"Finland",1998,"Power"
674,"Mushroomhead",95,1993,"USA",-,"Alternative,Industrial,Nu"
675,"Officium Triste",95,1994,"The Netherlands",1994,"Death doom"
676,"Rosetta",95,2003,"USA",-,"Post-metal,Sludge"
677,"Silencer",95,1995,"Sweden",1995,"Black"
678,"Trollfest",95,2004,"Norway",-,"Folk"
679,"Varg",95,2005,"Germany",2005,"Melodic black,Pagan folk"
680,"Angtoria",94,2004,"United Kingdom",2011,"Symphonic"
681,"Blackguard",94,2001,"Canada",2001,"Gothic,Folk,Power"
682,"Dir En Grey",94,1997,"Japan",-,"Alternative"
683,"Forest Stream",94,1995,"Russia",1995,"Doom"
684,"Morbid Saint",94,1986,"USA",-,"Thrash"
685,"Terrorizer",94,1986,"USA",1986,"Grindcore,Death"
686,"Threat Signal",94,2004,"Canada",-,"Melodic death"
687,"Axxis",93,1988,"Germany",1988,"Heavy,Power"
688,"Carnifex",93,2005,"USA",-,"Deathcore"
689,"Eyehategod",93,1988,"USA",1988,"Doom,Sludge"
690,"Riot V",93,1976,"USA",-,"Heavy,Hard rock"
691,"Stormwarrior",93,1998,"Germany",1998,"Power"
692,"Terra Tenebrosa",93,2009,"Sweden",-,"Avantgarde,Ambient"
693,"Theatres Des Vampires",93,1994,"Italy",1994,"Symphonic black,Gothic"
694,"Witchery",93,1997,"Sweden",-,"Thrash"
695,"Darkane",92,1998,"Sweden",1998,"Death,Thrash"
696,"Diabolical Masquerade",92,1993,"Sweden",2004,"Avantgarde black"
697,"Gotthard",92,1992,"Switzerland",1992,"Hard rock"
698,"Isole",92,1990,"Sweden",-,"Epic doom"
699,"Dan Swanö",91,1998,"Sweden",1998,"Extreme progressive"
700,"Deeds Of Flesh",91,1993,"USA",-,"Brutal death"
701,"Thunderstone",91,2000,"Finland",2000,"Power,Heavy"
702,"Warning",91,1993,"United Kingdom",2009,"Epic doom"
703,"Xerath",91,2007,"United Kingdom",2007,"Symphonic math"
704,"40 Watt Sun",90,2009,"United Kingdom",-,"Doom"
705,"Allen/Lande",90,2005,"USA",2005,"Heavy"
706,"KMFDM",90,1984,"Germany",-,"Industrial,Dance"
707,"Savage Circus",90,2004,"Germany",2004,"Power"
708,"Beseech",89,1992,"Sweden",-,"Gothic"
709,"King Of Asgard",89,2008,"Sweden",2008,"Viking black"
710,"Machinae Supremacy",89,2000,"Sweden",-,"Power"
711,"Pallbearer",89,2008,"USA",2008,"Doom"
712,"Ratt",89,1983,"USA",-,"Glam,Hard rock"
713,"The Absence",89,2002,"USA",2002,"Melodic death"
714,"The Project Hate MCMXCIX",89,1998,"Sweden",-,"Industrial death"
715,"Voyager",89,1999,"Australia",1999,"Symphonic progressive"
716,"Demolition Hammer",88,1986,"USA",-,"Thrash"
717,"Entwine",88,1999,"Finland",1999,"Suomi"
718,"Kivimetsän Druidi",88,2002,"Finland",-,"Symphonic folk"
719,"Mordab",88,2001,"Iran",2001,"Progressive death"
720,"Skálmöld",88,2009,"Iceland",-,"Viking folk"
721,"Warmen",88,2000,"Finland",2000,"Progressive power"
722,"Agent Steel",87,1984,"USA",-,"Speed,Thrash"
723,"Anata",87,1993,"Sweden",1993,"Technical death"
724,"Andromeda",87,1999,"Sweden",-,"Progressive"
725,"Brujeria",87,1989,"Mexico",1989,"Grindcore,Death"
726,"Enthroned",87,1993,"Belgium",-,"Black"
727,"Lantlôs",87,2005,"Germany",2005,"Atmospheric black,Post-rock"
728,"Mnemic",87,1998,"Denmark",-,"Industrial,Nu"
729,"Penumbra",87,1996,"France",1996,"Symphonic gothic"
730,"Veil Of Maya",87,2004,"USA",-,"Deathcore"
731,"Augury",86,2001,"Canada",2001,"Technical death"
732,"Austere",86,2007,"Australia",2010,"Depressive black"
733,"Northern Kings",86,2007,"Finland",2007,"Symphonic"
734,"Portal",86,1994,"Australia",-,"Experimental death"
735,"Rata Blanca",86,1985,"Argentina",1985,"Heavy,Hard rock,Power"
736,"To/Die/For",86,1993,"Finland",2016,"Suomi"
737,"UFO",85,1969,"United Kingdom",1969,"Hard rock,Heavy"
738,"Fields Of The Nephilim",84,1984,"United Kingdom",-,"Gothic rock,Gothic,Death"
739,"Helevorn",84,1999,"Spain",1999,"Gothic doom"
740,"Lunatica",84,1998,"Switzerland",-,"Symphonic power"
741,"Aenaon",83,2005,"Greece",2005,"Progressive black"
742,"At Vance",83,1998,"Germany",-,"Heavy,Power"
743,"Behexen",83,1994,"Finland",1994,"Black"
744,"Holy Grail",83,2008,"USA",-,"Heavy,Power"
745,"Zonaria",83,2001,"Sweden",2001,"Power,Melodic death"
746,"Dark The Suns",82,2005,"Finland",2013,"Gothic"
747,"Funeral",82,1991,"Norway",1991,"Funeral doom,Doom"
748,"Hellyeah",82,2006,"USA",-,"Groove heavy"
749,"Jag Panzer",82,1981,"USA",1981,"Us power"
750,"Mournful Congregation",82,1993,"Australia",-,"Funeral doom"
751,"Ragnarok",82,1994,"Norway",1994,"Black"
752,"Wodensthrone",82,2005,"United Kingdom",2016,"Atmospheric black"
753,"Yob",82,1996,"USA",1996,"Doom,Stoner"
754,"An Autumn For Crippled Children",81,2008,"The Netherlands",-,"Atmospheric black,Post-rock,Shoegaze"
755,"Flowing Tears",81,1999,"Germany",1999,"Gothic"
756,"Helstar",81,1982,"USA",-,"Power,Speed,Thrash"
757,"Mezarkabul",81,1987,"Turkey",1987,"Heavy,Thrash"
758,"The 3rd And The Mortal",81,1992,"Norway",2005,"Atmospheric doom,Experimental doom,Jazz rock"
759,"Abigor",80,1993,"Austria",1993,"Black"
760,"Bonded By Blood",80,2005,"USA",-,"Thrash"
761,"Sabbat",80,1985,"United Kingdom",1985,"Pagan thrash"
762,"Slash",80,2009,"USA",-,"Hard rock,Blues rock"
